destination,itinerary,places_covered,hotel_details,cost_per_person,places_to_visit,weather,destination_type
Goa,4 Nights Goa,Goa,"The Ocean Park Resort,3.7",16523.0," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",10708.5, Cooking Lessons By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Leisure Inn Grand Chanakya,4",15450.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Horseback Riding In The Countryside Of Jaipur - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Goa,2 Nights Goa,Goa,"La Vie Woods (No Stags Allowed),4",8649.0, Scuba Diving And Excursion To Tarkarli Beach (With Transfers) For Guests Staying In South Goa Only - Mmt ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"The Ananta,4.4",6156.0," Lake Pichola ,  Jag Mandir Palace ,  Return Volvo Tickets Ex Indore ,  Sajjangarh Palace ",hot,City
Shimla,3 Nights Shimla,Shimla,"Summit Thistle Villa Resort & Spa,4.3",14097.5," Kufri ,  Viceregal Lodge ,  Mall Road ,  Personal Photoshoot In Shimla ",cool,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",10800.5," Hyderabad To Goa By Bus With North Goa Transfers To/From Hotel (Departure Between 5 Pm - 10 Pm) ,  Night-Out In Goa - For North Goa Clients ,  Goa To Hyderabad By Bus With North Goa Transfers To/From Hotel (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Jaipur,2 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",6795.5," Return Volvo Tickets Ex Delhi ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Srinagar,2 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",6941.5," Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Grand Hyatt Goa,4.5",21678.5, South Goa Sightseeing - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"Le Roi Udaipur,3.7",9936.5," Lake Pichola ,  Jag Mandir Palace ,  High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ,  Sajjangarh Palace ",hot,City
Nainital,3 Nights Nainital,Nainital,"Vikram Vintage Inn,4.1",12745.5," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ,  Sattal ,  Bhimtal ,  Naukuchiatal ",cool,Mountains
Goa,3 Nights Goa,Goa,"Doubletree By Hilton Hotel Goa,Arpora, Baga,3.9",14058.0, Dudhsagar Trip - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Goa,3 Nights Goa,Goa,"The Ocean Park Resort,3.7",13133.5, South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,hot,Beach
Udaipur,3 Nights Udaipur,Udaipur,"Hotel Horizon,3.8",12504.0," Lake Pichola ,  Jag Mandir Palace ,  Saheliyon Ki Bari ,  City Palace ,  Heritage Walk ",hot,City
Goa,3 Nights Goa,Goa,"Hard Rock Hotel Goa,4.2",20741.0, Visit To Elephant Village (With Transfers And Lunch) For Guests Staying In North Goa Only - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"The Grand Leoney Resort,4.2",15200.5," Goa - Convenience Value Pack - Mmt ,  Visit To Elephant Village (With Transfers And Lunch) For Guests Staying In North Goa Only - Mmt ",hot,Beach
Srinagar,4 Nights Srinagar,Srinagar,"Radisson Srinagar,3.9",19521.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ",moderate,Mountains
Shimla,4 Nights Shimla,Shimla,"Summit Thistle Villa Resort & Spa,4.3",14924.0," Pinjore Gardens ,  Viceregal Lodge ,  Mall Road ,  Kufri ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Naldhera ,  Mashobra ",cool,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Hotel Yois Udaipur , Mmt Holidays Special,",7881.5," Lake Pichola ,  Jag Mandir Palace ,  Convenience Value Pack For Sedan - Mmt ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Candolim,4.3",15006.5, Bondla Sanctuary - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Srinagar,5 Nights Srinagar,Srinagar,"Vivanta Dal View,4.7",35205.0," Dal Lake ,  Sonmarg ,  Gondola Point ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shankaracharya Temple ,  Shalimar Garden ",moderate,Mountains
Udaipur,3 Nights Udaipur,Udaipur,"The Ananta,4.4",15044.0," Lake Pichola ,  Jag Mandir Palace ,  Saheliyon Ki Bari ,  City Palace ,  Heritage Walk ",hot,City
Goa,3 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",6870.5, Mmt - Candid Photographer In Goa ,hot,Beach
Goa,2 Nights Goa,Goa,"Nagoa Grande Resort & Spa,3.2",12850.5," Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,  Quad Bike Ride/Atv And Kayaking For Guests Staying In South Goa (With Transfer) - Mmt ",hot,Beach
Srinagar,2 Nights Srinagar,Srinagar,"The Pride Inn,4.2",6640.5," Dal Lake ,  Gondola Point ",moderate,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",11268.5," City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Personal Photoshoot At Amer Fort - Mmt ,  Amer Fort ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",16939.0, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Shimla,3 Nights Shimla,Shimla,"The Oberoi Cecil,5.0",18423.5," Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Personal Photoshoot In Shimla ,  Kufri ,  Indira Bunglow ,  Himalayan Zoo ,  Naldhera ,  Mall Road ,  Scandal Point ,  Shimla Church ,  Gaeity Theatre ,  Townhall ",cool,Mountains
Srinagar,5 Nights Srinagar,Srinagar,"Vivanta Dal View,4.7",33294.0," Dal Lake ,  Sonmarg ,  Gondola Point ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shankaracharya Temple ,  Shalimar Garden ",moderate,Mountains
Srinagar,3 Nights Srinagar,Srinagar,"Radisson Srinagar,3.9",13817.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,4 Nights Goa,Goa,"Keys Select Ronil Resort,3.7",13208.0," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Goa,3 Nights Goa,Goa,"Amara Vacanza Grand Inn,3.6",11242.5, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Nainital,4 Nights Nainital,Nainital,"Hotel Maya Regency Bhimtal,3.8",10944.5," Nainital Zoo ,  Naina Devi Temple ,  Lands End ,  Mall Road ,  Tiffin Top ,  Naini Lake ,  Sattal ,  Bhimtal ,  Mukhteshwar Dham ,  Chauli Ki Jaali ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Park Regis Jaipur , Mmt Holidays Special,",17424.0," Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ,  Rajasthan - Convenience Value Pack - Suv - Mmt ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Personal Photoshoot At Amer Fort - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Hot Air Balloon Ride (With Transfers) - Mmt ,  Night City Tour Of Jaipur (With Transfers) - Mmt ",hot,City
Goa,3 Nights Goa,Goa,"Keys Select Ronil Resort,3.7",7127.5, Self Drive Suv For 4 Days From Pune ,hot,Beach
Srinagar,3 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",12604.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Hotel Yois Udaipur , Mmt Holidays Special,",7881.5," Lake Pichola ,  Jag Mandir Palace ,  Convenience Value Pack For Sedan - Mmt ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",13239.0, Mmt - Candid Photographer In Goa ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"Golden Tulip Hotel Udaipur,3.3",10063.5, Cable Car Ride & Fort Tour Near Lake Pichola (With Lunch & Transfers) - Mmt ,hot,City
Goa,3 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",9442.5, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Dona Sylvia Resort,4.3",26429.5, Combo Sightseeing Tour (North & South Goa) - For North Goa Hotels ,hot,Beach
Bangalore,3 Nights Bangalore,Bangalore,"The Chancery Pavilion,3.8",15125.0," Lal Bagh Botanical Garden ,  Cubbon Park ,  Vidhana Soudha ,  Ulsoor Lake ",moderate,City
Nainital,3 Nights Nainital,Nainital,"Hotel Maya Regency Bhimtal,3.8",5054.0," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ,  Sattal ,  Bhimtal ,  Naukuchiatal ",cool,Mountains
Goa,4 Nights Goa,Goa,"The Ocean Park Resort,3.7",15810.5," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Goa,3 Nights Goa,Goa,"Windsor Bay,4",12586.0, Bondla Sanctuary - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Srinagar,3 Nights Srinagar,Srinagar,"The Pride Inn,4.2",9075.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",6178.0," Dalai Lama Temple ,  Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Kangra Art Museum ",cool,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",5311.5, Cable Car Ride & Fort Tour Near Lake Pichola (With Lunch & Transfers) - Mmt ,hot,City
Goa,3 Nights Goa,Goa,"Santana Beach Resort,4.5",9500.5," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
